place,sentence,true_best_time,true_crowd_level,true_cost_level,system_best_time,system_crowd_level,system_cost_level,system_time_of_day,system_season,system_day_type,system_crowd_ordinal,system_crowd_label,system_cost_band,system_amount_lkr,true_time_of_day,true_season,true_day_type,true_crowd_ordinal,true_cost_band,true_amount_lkr,notes
Ancient_City_of_Polonnaruwa,We are able to take as many pictures as we want without having people in the background.,0,1,0,0,0,0,,,,,,,,,,,2,,,
Gregory_Lake,"very good boating experience, nice maintained lake u can spend a quality time with your family, for kids they can enjoy horse raiding",0,0,0,0,0,0,,,,,,,,,,,,,,
Dunhinda_FallsUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,Entrance fee for foreign tourists is similar to US$ 2.,0,0,1,0,0,1,,,,,,MODERATE,600,,,,,MODERATE,600,
Kosgoda_Sea_Turtle_Conservation_Project,"Later, we were explained by our driver that the price was 2000 RS per person in total to do the initial visit and see the release.",0,0,1,0,0,1,,,,,,HIGH,2000,,,,,MODERATE,2000,
Moon_Plains,worst safari service i ever seen,0,0,0,0,0,0,,,,,,,,,,,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,You can swim and dive if you don't mind the crowd or you can just relax on the rocks and admire the fall.,0,1,0,0,0,0,,,,,,,,,,,3,,,
Mulgirigala_Raja_Maha_Vihara,Unfortunately we paid 1000 rupees for a one hour tour.,0,0,1,0,0,1,,,,,,MODERATE,1000,,,,,MODERATE,1000,
Laxapana_Falls,thrilling experience long time also visiting soon nice view,0,0,0,0,0,0,,,,,,,,,,,,,,
Sea_Turtle_Farm_Galle_Mahamodara,These guys pay 100 rupees for them so that they can hatch and look after until old enough to be released back in to wild.,0,0,1,0,0,1,,,,,,LOW,100,,,,,LOW,100,
Hakgala_Botanic_Gardens,"hakgala has a cold climate, so the botanical garden is filled with lots of roses and other trees & plants of a montane rain forest",0,0,0,0,0,0,,,,,,,,,,,,,,
Pettah_Floating_Market,its a nice medium sized hangout place with restaurant and market,0,0,0,0,0,0,,,,,,,,,,,,,,
Marble_Beach,clean beach clam and love place,0,0,0,0,0,0,,,,,,,,,,,,,,
Kosgoda_Sea_Turtle_Conservation_Project,very worthwhile stopping in for a look they are passionate about turtles,0,0,0,0,0,0,,,,,,,,,,,,,,
Bopath_Ella_Bopath_Falls,great place visit large bath area parking facility available changing rooms available view go bit closer watch stones slippery late lunch pretty hard get lunch close shops plan meal time head places lunch,0,0,0,0,0,0,,,,,,,,,,,,,,
Victoria_Park_of_Nuwara_Eliya,"one of the famous garden in ""nuwaraeliya""",0,0,0,0,0,0,,,,,,,,,,,,,,
Coconut_Tree_Hill,"perched atop a lush hillside overlooking the azure waters of mirissa bay, coconut tree hill is a breathtakingly beautiful spot that promises panoramic views and unforgettable moments",0,0,0,0,0,0,,,,,,,,,,,,,,
Dunhinda_FallsUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,"Have to buy a ticket to enter, very cheap though.",0,0,1,0,0,1,,,,,,LOW,,,,,,LOW,,
Bopath_Ella_Bopath_Falls,visited rupees parking charges entry charges,0,0,1,0,0,1,,,,,,,,,,,,LOW,,
Victoria_Park_of_Nuwara_Eliya,"However, I don't think much of the 300 rupee entrance fee is spent on litter collection, as the place is filthy.",0,0,1,0,0,1,,,,,,LOW,300,,,,,LOW,300,
Japanese_Peace_Pagoda_-_Rumassala,we came up here on a motorbike (it would be a good walk from unawatuna) in the evening,0,0,0,0,0,0,EVENING,,,,,,,,,,,,,
Nilaveli_Beach,The beach is relatively less crowded on a weekday and filled with locals.,1,1,0,1,1,1,,,WEEKDAY,5,PACKED,,,NOT_STATED,NOT_STATED,WEEKDAY,3,,,
Bentota_Beach,There didn't appear to be any facilities directly on the beach.,0,0,0,0,0,0,,,,,,,,,,,,,,
Ceylon_Tea_Museum,"this museum is a must see in kandy, even if you're not a tea enthusiast",0,0,0,0,0,0,,,,,,,,,,,,,,
Pidurangala_Rock,we climbed the rock for sunrise and it was an amazing experience,1,0,0,0,0,0,EARLY_MORNING,,,,,,,EVENING,NOT_STATED,NOT_STATED,,,,
Minneriya_National_Park,so many very cute elephants in one place,0,0,0,0,0,0,,,,,,,,,,,,,,
Nine_Arches_BridgeSomeone_from_this_business_manages_the_listing,had great time! enjoyed walk on a bridge and taking beautiful pictures,0,0,0,0,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,6 hours of leisure walk thru the plains and enroute seeing sambars and squirrels and birds tweekings,0,0,0,0,0,0,,,,,,,,,,,,,,
Sea_Turtle_Conservation_Project_Koggala,We paid 500 rupees for the entrance ticket.,0,0,1,0,0,1,,,,,,MODERATE,500,,,,,MODERATE,500,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,"Went to see the falls, was really busy when we went so didn’t go into the water.",0,1,0,0,1,0,,,,4,BUSY,,,,,,4,,,
Whale_Watching_in_Mirissa,whole team was very friendly and supportive,0,0,0,0,0,0,,,,,,,,,,,,,,
Nalanda_Gedige,So no tourist was around.,0,1,0,0,1,0,,,,,,,,,,,2,,,
Nine_Arches_BridgeSomeone_from_this_business_manages_the_listing,"the demodora nine arch bridge is a walkable distance from ella town, closeby little adams peak and small restaurants",0,0,0,0,0,0,,,,,,,,,,,,,,
Kandy_View_Point,it is a one of a best view in the kandy city,0,0,0,0,0,0,,,,,,,,,,,,,,
Gangaramaya_Temple,Entry tickets are LKR 300 per head.,0,0,1,0,0,1,,,,,,LOW,300,,,,,LOW,300,
Nalanda_Gedige,"an ancient complete stone temple located at what is said to be the center point of the island, with well known pallava architecture of mahabalirupam in south india",0,0,0,0,0,0,,,,,,,,,,,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,one of the highlights of my sri lanka trip,0,0,0,0,0,0,,,,,,,,,,,,,,
Kataragama_Temple,There were lots of people everywhere.,0,1,0,0,1,0,,,,4,BUSY,,,,,,4,,,
Jungle_Beach,Therefore better to visit here on weekdays.,1,0,0,1,1,0,,,WEEKDAY,,,,,NOT_STATED,NOT_STATED,WEEKDAY,,,,
Bahiravokanda_Vihara_Buddha_Statue,It was 200 rupees per person to enter which is very affordable.,0,0,1,0,0,1,,,,,,LOW,200,,,,,LOW,200,
Dunhinda_FallsUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,Waterfall itself was nice but we couldn't see any way down to the water.,0,0,0,0,1,0,,,,,,,,,,,,,,
Ceylon_Tea_Museum,The only thing that spoiled our trip a little was the fact that the tickets were 100 rs more than we found on the official web site and we did not bring enough money.,0,0,1,0,0,1,,,,,,LOW,100,,,,,LOW,,
Colombo_National_Museum,large museum in impressive old building with nice grounds,0,0,0,0,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,"we were searched bottom to top upon entry of the park to avoid any plastics, tobacco, lighters etc to enter the park, despite being nature respecting people ourselves",0,0,0,0,0,0,,,,,,,,,,,,,,
Visit_Kanneliya_Rain_Forest,It cost 660 Rupees to enter and a further 1000 for the compulsory guide.,0,0,1,0,0,1,,,,,,MODERATE,660,,,,,MODERATE,660,
Victoria_Park_of_Nuwara_Eliya,Not worth the entrance fee.,0,0,1,0,0,1,,,,,,HIGH,,,,,,MODERATE,,
Little_Adam_s_Peak_View_Point,it is definitely worth a trip up little adam's peak! though the steps heading up can be a little difficult for those who are not too fit,0,0,0,0,0,0,,,,,,,,,,,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,Just another waterfall.,0,0,0,0,0,0,,,,,,,,,,,,,,
Nalanda_Gedige,it is known as the central point of sri lanka,0,0,0,0,0,0,,,,,,,,,,,,,,
Kosgoda_Sea_Turtle_Conservation_Project,"All in all I would recommend this place, the entry was 1000 rupees.",0,0,1,0,0,1,,,,,,MODERATE,1000,,,,,MODERATE,1000,
Jami_Ul-Alfar_Mosque,"ok it is located in pettah, one of the busiest places in colombo",0,1,0,0,0,0,,,,,,,,,,,4,,,
Udawalawe_National_Park,Last information to consider is that the price of the ticket for the entrance to the park depends on the duration of the tour.,0,0,1,0,0,1,,,,,,,,,,,,MODERATE,,
Lipton_s_Seat,"I don't know what they base the bill on, but expect to pay somewhere between 600 and 800 LKR.",0,0,1,0,0,1,,,,,,MODERATE,800,,,,,MODERATE,800,
Lipton_s_Seat,Have to pay small amount to purchase tickets from two locations.,0,0,1,0,0,1,,,,,,LOW,,,,,,MODERATE,,
Ella_Rock,"So, it's better to walk up early part of the day.",1,0,0,1,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Brief_Garden_-_Bevis_Bawa,beautiful gardens and residence with an interesting history,0,0,0,0,0,0,,,,,,,,,,,,,,
Ariyapala_Mask_Museum,we stopped at the mask museum on our way to colombo,0,0,0,0,0,0,,,,,,,,,,,,,,
Sinharaja_Forest_Reserve,After walking on small paths through the forest we finally arrived at a beautiful waterfall were you could swimm and even jump down.,0,0,0,0,0,0,,,,,,,,,,,,,,
Seema_Malakaya_Temple,there was an entrance ticket.,0,0,1,0,0,1,,,,,,,,,,,,LOW,,
Brief_Garden_-_Bevis_Bawa,we spent a lovely afternoon here wandering round the neat lawns,0,0,0,0,0,0,AFTERNOON,,,,,,,,,,,,,
Turtle_Conservation_Project_Turtle_Watch,"Our group was full of stupid tourists that kept trying to take photos and leaving their flash on, it's a really simple instruction and if you think you can't follow it then don't take your phone out.",0,0,0,0,0,0,,,,,,,,,,,,,,
Popham_s_Arboretum,"is the manager, guide, and trained botanist",0,0,0,0,0,0,,,,,,,,,,,,,,
Trincomalee_War_Cemetery,we visited this ww2 war cemetery and were impressed by the care and attention lavished on the gravestones and surrounding garden,0,0,0,0,0,0,,,,,,,,,,,,,,
Diyaluma_Falls,"When we went there, there were quite a few other tourists but we were still quiet.",0,1,0,0,1,0,,,,2,QUIET,,,,,,2,,,
Kalutara_Bodhiya,kalutara bhodiya is a one of largest temple in sri lanka,0,0,0,0,0,0,,,,,,,,,,,,,,
Visit_Kanneliya_Rain_Forest,The guide price was 3200 to Kabbale for foreigners.,0,0,1,0,0,1,,,,,,,,,,,,HIGH,3200,
Elephant_Transit_Home_ETH,However the signs telling us to keep silent in Sinhalese and English were very much ignored by locals and tourists alike.,0,0,0,0,1,0,,,,,,,,,,,,,,
Bahiravokanda_Vihara_Buddha_Statue,"Ticket price is 250 rupees PP £1.25/$1.60.It is slightly off the beaten track, so not 100's of visitors.",0,0,1,0,0,1,,,,,,LOW,250,,,,,LOW,250,
Hakgala_Botanic_Gardens,Ticket costs foreigners 1100Rs and locals about 50Rs.,0,0,1,0,0,1,,,,,,MODERATE,1100,,,,,MODERATE,1100,
Negombo_BeachUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,"the beach is nice, sandy and the water is not too cold",0,0,0,0,0,0,,,,,,,,,,,,,,
Hakgala_Botanic_Gardens,The seasons fall in April and in August.,1,0,0,1,0,0,,DRY_SEASON,,,,,,NOT_STATED,SHOULDER,NOT_STATED,,,,
Ruwanweli_Maha_Seya,"brilliantly white, magnificent stupa that is definitely one to put on your travel itinerary",0,0,0,0,0,0,,,,,,,,,,,,,,
Lipton_s_Seat,There will be others there but it was not too crowded.,0,1,0,0,0,0,,,,2,QUIET,,,,,,3,,,
Jami_Ul-Alfar_Mosque,"We went there I think in a wrong timing where people were going out, crowded with everything and anything.",0,1,0,0,1,0,,,,5,PACKED,,,,,,5,,,
Pedro_Tea_Factory,really interesting and informative tour is very workwhile,0,1,0,0,0,0,,,,,,,,,,,1,,,
Gregory_Lake,gregory lake park is a must visit and most prominent attraction in inside nuwara eliya,0,0,0,0,0,0,,,,,,,,,,,,,,
Nagadipa_Purana_Vihara,as soon as you get off the ferry you'll see a sign board advising to remove the slippers don't do it instead keep walking with your slippers and remove your slippers only at the point if your are going to enter the temple,0,0,0,0,0,0,,,,,,,,,,,,,,
Isurumuniya_Temple,200 Rupee entry fee for access to the temple.,0,0,1,0,0,1,,,,,,LOW,200,,,,,LOW,200,
Bopath_Ella_Bopath_Falls,very beautiful and attractive place,0,0,0,0,0,0,,,,,,,,,,,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,We set off at 1am and hit queues at about 3am.,0,1,0,0,1,0,EARLY_MORNING,,,,,,,,,,1,,,
Galle_Face_Green,great place to meet the locals and try the local food from kiosks during the evening,0,0,0,0,0,0,EVENING,,,,,,,,,,,,,
Udawalawe_National_Park,book your tour with lahiru prasad!! ‪+94 76 272 6799‬i wanted to be able to customize my tour as opposed to leaving it up to the hotel to pick my guide,0,0,0,0,0,0,,,,,,,,,,,,,,
Elephant_Transit_Home_ETH,i wasn’t totally sure about this place,0,0,0,0,0,0,,,,,,,,,,,,,,
Gregory_Lake,"Not worth it for 200 LKR entry fee, nothing to do.",0,0,1,0,0,1,,,,,,LOW,200,,,,,LOW,200,
Nilaveli_Beach,Very quiet and there are still sections without any buildings.,0,0,0,0,1,0,,,,2,QUIET,,,,,,,,,
Aberdeen_Falls,(Till 12pm) Can walk close to the water fall.,1,0,0,1,0,0,AFTERNOON,,,,,,,AFTERNOON,NOT_STATED,NOT_STATED,,,,
Bahiravokanda_Vihara_Buddha_Statue,"Once at the top, you enter into the temple area and pay a small fee of $1.35 pp.",0,0,1,0,0,1,,,,,,LOW,405,,,,,LOW,500,
Dambulla_Cave_Temple,Overcrowded and overpriced.,0,1,1,0,1,1,,,,5,PACKED,VERY_HIGH,,,,,4,VERY_HIGH,,
Ruwanweli_Maha_Seya,Would recommend visiting early morning or evenings else the heat from above and below can spoil the rest of day as it did to us.,1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Ruwanweli_Maha_Seya,"sexy is the only word that seems to suit this stupa - however inappropriate! glorious, enormous, pretty, gleaming, curvy",0,0,0,0,0,0,,,,,,,,,,,,,,
Temple_of_the_Sacred_Tooth_Relic,"The complex was crowed with tourists and worshippers, sound muted as if all acknowledge the sanctity of the place.",0,1,0,0,1,0,,,,,,,,,,,3,,,
Lovamahapaya_Brazen_Palace,You could not expect to find too much from the site during your visit here.,0,0,0,0,1,0,,,,,,HIGH,,,,,,,,
St_Clair_s_Falls,the fall is not that beautiful now as earlier since they have done a minihydro project there,0,0,0,0,0,0,EARLY_MORNING,,,,,,,,,,,,,
Temple_of_the_Sacred_Tooth_Relic,the temple houses the left canine of buddha,0,0,0,0,0,0,,,,,,,,,,,,,,
Samadhi_Statue,the air of the place carries a certain serenity,0,0,0,0,0,0,,,,,,,,,,,,,,
Dutch_Hospital_Shopping_Precinct,"this is the refurbished original dutch hospital, now a fairly expensive touristy dining and shopping precinct",0,0,0,0,0,0,,,,,,HIGH,,,,,,,,
Mihintale,"Ticket costs 1,000 rupees.",0,0,1,0,0,1,,,,,,MODERATE,1000,,,,,MODERATE,1000,
Marble_Beach,There is a entrance fee.,0,0,1,0,0,1,,,,,,,,,,,,FREE,,
Brief_Garden_-_Bevis_Bawa,"the garden is nice and the house is nicer, i wish i was more informed ( so do before you go ) about bevis and had more time at the house for a cup of tea and o let it all sink in",0,0,0,0,0,0,,,,,,,,,,,,,,
Hakgala_Botanic_Gardens,Huge disparity between locals and foreigners regarding entry tickets.,0,0,1,0,0,1,,,,,,,,,,,,LOW,,
Diyaluma_Falls,"In September when I visited the waterfall, the stream was fairly small.",0,0,0,0,1,0,,MONSOON,,,,,,,,,,,,
Ceylon_Tea_Museum,being a long resident and visitor to kandy for over thirty years i have taken many guests to this museum over the years but not for a few years until recently,0,0,0,0,0,0,,,,,,,,,,,,,,
Sinharaja_Forest_Reserve,30 wake up for 6am pick up to sinharaja rain forest,0,0,0,0,0,0,EARLY_MORNING,,,,,,,,,,,,,
St_Anthony_s_Shrine,"beautiful, peaceful church",0,0,0,0,0,0,,,,2,QUIET,,,,,,,,,
Kandy_Lake,the lake is very photogenic,0,0,0,0,0,0,,,,,,,,,,,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,More rainfall required to see the waterfall in all it's cascading glory.,0,0,0,0,0,0,,,,,,,,,,,,,,
St_Clair_s_Falls,is visible from the motorway,0,0,0,0,0,0,,,,,,,,,,,,,,
Ceylon_Tea_Museum,"it was nothing special only the different variety of teas that are offered for sale is a good deal, but the tour was ok",0,0,0,0,0,0,,,,,,,,,,,,,,
Bopath_Ella_Bopath_Falls,Some times the fall may get rough due to the rain in upper areas.,0,0,0,0,0,0,,MONSOON,,,,,,,,,,,,
Moon_Plains,we stumbled over moonplains by accident and decided to explore it,0,0,0,0,0,0,,,,,,,,,,,,,,
Jaya_Sri_Maha_Bodhi,It costs 200 LKR for foreigners to enter.,0,0,1,0,0,1,,,,,,LOW,200,,,,,LOW,200,
Mulgirigala_Raja_Maha_Vihara,Entry was 500 rupees per person.,0,0,1,0,0,1,,,,,,MODERATE,500,,,,,MODERATE,500,
Muthurajawela_Marsh,i took a boat tour and it was a great way to enjoy the wildlife,0,0,0,0,0,0,,,,,,,,,,,,,,
Passikudah_Beach,it is very calm and no waves,0,0,0,0,0,0,,,,2,QUIET,,,,,,,,,
Ceylon_Tea_Museum,the tea museum is located on the hill near tea plantations,0,0,0,0,0,0,,,,,,,,,,,,,,
Hikkaduwa_Beach,"We took a cab from airport to railway station, which was 2800 rupees + 300 rupees for toll.",0,0,1,0,0,1,,,,,,HIGH,2800,,,,,HIGH,2800,
Sithulpawwa_Rock_Temple,"a remarkable temple of over 2000 years ago, home to 12000 monks in the first century, this temple is over 400 feet high with wall paintings still visible in the caves",0,0,0,0,0,0,,,,,,,,,,,,,,
Passikudah_Beach,It can be overly crowded during the weekends .,1,1,0,1,1,0,,,WEEKEND,5,PACKED,,,NOT_STATED,NOT_STATED,WEEKDAY,4,,,
Elephant_Transit_Home_ETH,There is no commercialism to this venue.,0,0,0,0,0,1,,,,,,,,,,,,,,
Galle_Fort_Lighthouse,the lighthouse is a full functioning lighthouse guiding the ships and boats passing by sri lanka via the indian ocean,0,0,0,0,0,0,,,,,,,,,,,,,,
Devon_Falls,"I think in the dry season, this may not be as nice as in the rainy season.",1,0,0,1,0,0,,DRY_SEASON,,,,,,NOT_STATED,DRY_SEASON,NOT_STATED,,,,
Lover_s_Leap_Falls,walk up to the falls.,0,0,0,0,0,0,,,,,,,,,,,,,,
Jungle_Beach,beautiful beach but takes damage on the kids and parents if you have to carry them down,0,0,0,0,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,"30 in the morning from our hotel, it's very systematic once you reach there",0,0,0,0,1,0,MID_MORNING,,,,,,,,,,,,,
Elephant_Transit_Home_ETH,they beat the animals with wooden sticks and you can see how the baby elephants are afraid of the handlers,0,0,0,0,0,0,,,,,,,,,,,,,,
Ruwanweli_Maha_Seya,Best time to visit during early morning before or after 5.,1,0,0,1,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Marble_Beach,"Thirdly, the water is so disgusting and muddy and it's not suitable for swimming.Fourthly, even after paying for the tickets you can't even cross into majority of the beach as it's for ""Authorized Personnel Only"".",0,1,0,1,0,0,,,,,,,,,,,1,,,
Little_Adam_s_Peak_View_Point,"Lovely hike, try to go early for a less warm walk.",1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Marble_Beach,It is due to the very wavy sea which is low season.,1,0,0,1,0,0,,,,,,,,NOT_STATED,NOT_STATED,NOT_STATED,,,,
Knuckles_Mountain_Range,We started trekking at about 9:00 o'clock with a heavy rainfall.,0,0,0,1,0,0,,,,,,,,,,,,,,
Unawatuna_Beach,"The sea is rough between May and December, so you cannot swim in it.",1,0,0,1,0,0,,DRY_SEASON,,,,,,NOT_STATED,DRY_SEASON,NOT_STATED,,,,
Japanese_Peace_Pagoda_-_Rumassala,best is in the morning,1,0,0,1,1,0,MID_MORNING,,,,,,,MID_MORNING,NOT_STATED,NOT_STATED,,,,
Wilpattu_National_Park,"Remember to bring warm clothes, because the mornings can be very chilly.",1,0,0,1,0,0,,,,,,,,NOT_STATED,NOT_STATED,NOT_STATED,,,,
Kelaniya_Raja_Maha_Vihara,during the month of January .,1,0,0,1,0,0,,DRY_SEASON,,,,,,NOT_STATED,DRY_SEASON,NOT_STATED,,,,
Ella_Rock,Steep at the end so best to do earlier in the day when its cooler and wear walking shoes!,1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Jaffna_Fort,Sunset preferred.,1,0,0,1,0,0,EVENING,,,,,,,EVENING,NOT_STATED,NOT_STATED,,,,
Marble_Beach,The beach is in an inlet so is safe for swimming (there are areas marked with flags to make sure you did not stray).,0,0,0,1,0,0,,,,,,,,,,,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,We commenced our trip up at 2am and reached the peak at 4:30 am after a steady ascent.,0,0,0,1,0,0,EARLY_MORNING,,,,,,,,,,,,,
Arugam_Bay,"Also this is also the safest area for swimming with a water temperature of 24-28 centigrade year-round, where you don't need a wet suit to swim or surf in this waters.As far as the techniques of surfing is concerned, 'The Point' in Arugam Bay is regarded as one of the top world surf destinations.",0,0,0,1,0,0,,,,,,,,,,,,,,
Muthurajawela_Marsh,"We went afternoon but if you go early morning, you are more likely to catch a sleepy reptile warming up in the sun.",1,0,0,1,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Ella_Rock,We started around 8am and it’s wasn’t too hot.,1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Negombo_BeachUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,Weekends get busier with hundreds of locals.,0,1,0,1,1,0,,,WEEKEND,,,,,,,,4,,,
Bentota_Beach,"The best thing to do early morning is to go for a jog/walk through the beach all the way to the right, and it goes on for about 3 to 4 kilometres.",1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,i was told this was because of it being a friday and many people doing this pilgrimage can only take a long weekend to complete the trip.,1,0,0,1,1,1,,,WEEKEND,4,BUSY,,,NOT_STATED,NOT_STATED,WEEKEND,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,It was exceptionally cold at the top so if you're early for sunrise it might be advisable to wait at the final tea shop for a while and then do the final 10 minutes of climbing nearer to 6am.,1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Sri_Pada_Adam_s_Peak,"We set off at 2am in order to get up before sun rise - it took us a bit over 2 hours to get to the top (so arguably woke up a bit too early), but the climb was actually really cool and we also enjoyed chilling at the top waiting for the sun.",1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Ruwanweli_Maha_Seya,Do not go in afternoon as most of the places you need to remove your footwear and the floor gets real hot which is made up of stones.,1,0,0,1,0,0,EARLY_MORNING,,,,,,,EVENING,NOT_STATED,NOT_STATED,,,,
Kandy_Lake,Nice in the early morning but not so in the dark.,1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Kataragama_Temple,Don't go on peak times it get supper crowded.,0,1,0,1,1,0,,,,5,PACKED,,,,,,5,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,You cannot really swim because it’s forbidden.,0,0,0,1,0,0,,,,,,,,,,,,,,
Kirinda_Viharaya,"Therefore, ideal time for visits could be early morning and late evening, avoiding heatwaves.",1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Pidurangala_Rock,However the return after sunset is done in the night some lights are installed there to light but unfortunately not enough take lamb or flash of your phones.,1,0,0,1,0,0,EVENING,,,,,,,EVENING,NOT_STATED,NOT_STATED,,,,
Mirissa_Beach,We came here in the late afternoon stroll along the beach when it’s not too hot under scorching sun.,1,0,0,1,0,0,AFTERNOON,,,,,,,AFTERNOON,NOT_STATED,NOT_STATED,,,,
Horton_Plains_National_Park,Definitely start your hike at around 7AM!,1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Udawalawe_National_Park,"Once past 10AM, you have the park to yourself.",1,0,0,1,0,0,MID_MORNING,,,,,,,MID_MORNING,NOT_STATED,NOT_STATED,,,,
Gregory_Lake,Do not visit in July on a windy and rainy day!.,1,0,0,1,0,0,,MONSOON,,,,,,MID_MORNING,SHOULDER,NOT_STATED,,,,
Wilpattu_National_Park,"If you got a full day ride or morning ride, it's better to enter to park by 6am.",1,0,0,1,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,SHOULDER,NOT_STATED,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,Not good for swimming.,0,0,0,1,0,0,,,,,,,,,,,,,,
Negombo_BeachUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,The water wasn’t safe for swimming.,0,0,0,1,0,0,,,,,,,,,,,,,,
Negombo_BeachUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,The beach is no wide and will get crowded in season and Holidays.,1,1,0,1,1,0,,,,5,PACKED,,,NOT_STATED,NOT_STATED,NOT_STATED,5,,,
Ella_Rock,Best going in the morning because of the weather.,1,0,0,1,1,0,MID_MORNING,,,,,,,MID_MORNING,NOT_STATED,NOT_STATED,,,,
Wilpattu_National_Park,"Best time to go in my opinion is early morning, be at the park for 6am and do half day safari.",1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,Water is not very warm but you can swim so bring swimsuits.,0,0,0,1,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,Up early to get to park just after sunrise.,1,0,0,1,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Passikudah_Beach,Best time to go to beach is morning.,1,0,0,1,0,0,MID_MORNING,,,,,,,MID_MORNING,NOT_STATED,NOT_STATED,,,,
Pidurangala_Rock,Avoid the sunset or be ready to spend 1 hour to go down because most of the people are not civilized and the make sure to go in front of u.,1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Sigiriya_Lion_Rock,We climbed late afternoon in time for sunset and also to avoid the hotter part of the day.,1,0,0,1,0,0,EVENING,,,,,,,EVENING,NOT_STATED,NOT_STATED,,,,
Polhena_Beach,"This is mainly a ""locals"" beach and busy at weekend and on public holidays.",1,1,0,1,1,1,,,WEEKEND,4,BUSY,,,NOT_STATED,NOT_STATED,WEEKEND,4,,,
Sithulpawwa_Rock_Temple,It's better to choose early morning or a cloudy day.,1,0,0,1,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
