review_id,place_name,rating,title,body,date,reviewer,reviewer_location,type_of_traveler,contributions,page_url
R009828,Mihintale,4,Puts Buddhist History in Perspective in Sri lanka,It's always interesting to find out more about the roots of a culture by learning about its early history and this is a great site to begin your exploration of the surrounding sites.,"February 18, 2017",James O,"Paso Robles, California",Friends,40,https://www.tripadvisor.com/Attraction_Review-g304132-d2056216-Reviews-or320-Mihintale-Anuradhapura_North_Central_Province.html
R009848,Mihintale,5,important place,Mihinthale is important place in sri lanka. many people visiting Anuradhapura might get tired after visiting many of the points. and miss this in addition to being the spot where Buddhism was supposed to have originated in Sri lanka. There is nice veiw.,"January 10, 2017",Roshd H,"Galle, Sri Lanka",,77,https://www.tripadvisor.com/Attraction_Review-g304132-d2056216-Reviews-or340-Mihintale-Anuradhapura_North_Central_Province.html
R009853,Mihintale,5,Must visit when in Anuradhapura,"Many people visiting Anuradhapura might get tired after visiting many of the points in teh town and miss thisin addition to being the spot where Buddhism was supposed to have originated in Sri Lanka, there are a couple of small climb / hike options that make the location very interesting","January 2, 2017",Shiv_Sivaguru,"Bengaluru, India",Friends,81,https://www.tripadvisor.com/Attraction_Review-g304132-d2056216-Reviews-or350-Mihintale-Anuradhapura_North_Central_Province.html
R009886,Mihintale,5,Absolutely Beautiful,A great place with so much knowledge about the ancient way of life and the amazing technology at that time. Also a very important spiritual place for Buddhist. Late afternoon and early evening is a great time to climb and experience the spiritual and the visual journey.,"September 24, 2016",Boodee Keerthisena,"Colombo, Sri Lanka",Friends,2,https://www.tripadvisor.com/Attraction_Review-g304132-d2056216-Reviews-or380-Mihintale-Anuradhapura_North_Central_Province.html
R009887,Mihintale,4,Vintage,Nice to visit the historic monuments and old structures.Special if you are an historic fan !!!Journey is nice !!!,"September 20, 2016",malathp,,,106,https://www.tripadvisor.com/Attraction_Review-g304132-d2056216-Reviews-or380-Mihintale-Anuradhapura_North_Central_Province.html
R009934,Mihintale,4,The place where the Buddhism was born in Sri Lanka....,"The place where ""Mihindu Maha Rahathan Wahanse"" (Mihindu Thero) delivered the first Dhamma to King Devanam piyatissa) and where Buddhism was started.","June 2, 2016",Manjula R,"Colombo, Sri Lanka",,123,https://www.tripadvisor.com/Attraction_Review-g304132-d2056216-Reviews-or430-Mihintale-Anuradhapura_North_Central_Province.html
R009957,Mihintale,5,""" Place Where Buddhism Introduce to Sri Lanka """,As guidance this place is where the Buddhism introduce to Sri Lanka. According to historical records monk mahinda has been arrived to this place and met King Devanampiyathissa and introduced Buddhism. The king has been confidence d with Buddhism and built a big monastery in this place and offered to the monks to live and spread Buddhism in the country. This place is so interesting to visit anyone there is a historical value in every parts.,"March 20, 2016",UJawal B,India,Friends,106,https://www.tripadvisor.com/Attraction_Review-g304132-d2056216-Reviews-or450-Mihintale-Anuradhapura_North_Central_Province.html
R009975,Mihintale,5,Beautiful piece of art we inherited.,"This is a very charming place to visit. Well preserved, and feel good after seeing what we have and to be saved for generations.","February 4, 2016",T Sumi G,"Melbourne, Australia",,190,https://www.tripadvisor.com/Attraction_Review-g304132-d2056216-Reviews-or470-Mihintale-Anuradhapura_North_Central_Province.html
R010005,Moonstone or Sandakada pahana,5,Moonstone-Sandakada Pahana,This is a semi-circular stone slab usually seen at the bottom of staircasesof ancient religious places as well as some ancient royal palaces in Sri Lanka. The Moonstone located at Mahasen's Palace is the best-preserved Moonstone found in Sri Lanka,"November 17, 2023",Peter M,"Melbourne, Australia",Friends,1290,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010017,Moonstone or Sandakada pahana,4,Part of the Anuradhapura site,It's hard to review each part of the Anuradhapura site as this takes 20 minutes to look around as part of the whole experience.,"February 28, 2019",Ruth C,"Aylesbury, United Kingdom",Couples,817,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or10-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010021,Moonstone or Sandakada pahana,5,A Stunner,THIS needs to be on your list of things to see. Its beyond stunning and a real piece of art. Try and get there when you can have time to really look at it without the place teaming with fellow tourists.,"January 14, 2019",kingdomDublin,,Solo,365,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or20-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010026,Moonstone or Sandakada pahana,5,beautiful art!!!!,"It is really magnificat. There are many moonstones around Sri Lanka, and I really saw few of them, but this one is really astonishing. Worth visiting!","June 21, 2018",MaraMara M,"Belgrade, Serbia",Friends,619,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or20-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010029,Moonstone or Sandakada pahana,3,Fine moonstone,"There a many moonstones around Sri Lanka, and this is probably the most famous one. It's easily found, and near many of the other sites of the ancient city.","March 27, 2018",Janandtheworld,"Copenhagen, Denmark",Couples,76,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or20-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010033,Moonstone or Sandakada pahana,4,Lovely!,"There are many nice moonstones in Anuradhapura and this is one of the best. But it's where all the tour groups go, so head out to Moonstone 2, which is just a few hundred meters away in a part of the park that hasn't been so restored.","February 24, 2018",Craig T,"San Rafael, California",Couples,1048,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or30-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010035,Moonstone or Sandakada pahana,4,"""Moonstone""",Moonstone is a good example for creativity of ancient architecture in Sri Lanka. It is situated in Anuradhapura.,"November 13, 2017",senuri z,,,21,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or30-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010036,Moonstone or Sandakada pahana,5,Unbelievable creation,"Moonstone or Sandakada pahana, Anuradhapuraya is an unbelievable creative of the ancient kings. This is must see thing during the Anurdhapur tour.","September 25, 2017",Nilakshi2015,"Doha, Qatar",,2547,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or30-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010039,Moonstone or Sandakada pahana,4,Rare relic of the past,Another must see item of ancient history. The design and art work is to be admired. still preserved in entirety,"August 8, 2017",fjp4564,,Solo,644,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or30-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010050,Moonstone or Sandakada pahana,4,Beautiful craftmanship,"One of the most beautiful and characteristic moonstones in Sri Lanka, and an excellent example of its kind. Not really awe-inspiring from up close.","February 26, 2017",Andromachos D,"Athens, Greece",Couples,440,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or50-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010060,Moonstone or Sandakada pahana,4,Nice to Know,Its good to know the details regarding Moonstone and how ancient people used that ones.It seems like everything they had significances !!,"September 20, 2016",malathp,,,106,https://www.tripadvisor.com/Attraction_Review-g304132-d10132976-Reviews-or60-Moonstone_or_Sandakada_pahana-Anuradhapura_North_Central_Province.html
R010121,Nalanda Gedige,5,Good visit,Historically important place. It says that this is the right middle of Sri Lanka. Not too much locals visit this place.,"November 6, 2017",Supuni N,,,26,https://www.tripadvisor.com/Attraction_Review-g1865780-d3825748-Reviews-or40-Nalanda_Gedige-Matale_Central_Province.html
R010131,Nalanda Gedige,5,Good visit,Historically important place. It says that this is the right middle of Sri Lanka. Not too much locals visit this place.,"November 6, 2017",Supuni N,,,26,https://www.tripadvisor.com/Attraction_Review-g1865780-d3825748-Reviews-or40-Nalanda_Gedige-Matale_Central_Province.html
R010141,Nalanda Gedige,5,Good visit,Historically important place. It says that this is the right middle of Sri Lanka. Not too much locals visit this place.,"November 6, 2017",Supuni N,,,26,https://www.tripadvisor.com/Attraction_Review-g1865780-d3825748-Reviews-or40-Nalanda_Gedige-Matale_Central_Province.html
R010151,Nalanda Gedige,5,Good visit,Historically important place. It says that this is the right middle of Sri Lanka. Not too much locals visit this place.,"November 6, 2017",Supuni N,,,26,https://www.tripadvisor.com/Attraction_Review-g1865780-d3825748-Reviews-or40-Nalanda_Gedige-Matale_Central_Province.html
R010161,Nalanda Gedige,5,Good visit,Historically important place. It says that this is the right middle of Sri Lanka. Not too much locals visit this place.,"November 6, 2017",Supuni N,,,26,https://www.tripadvisor.com/Attraction_Review-g1865780-d3825748-Reviews-or40-Nalanda_Gedige-Matale_Central_Province.html
R010169,Nalanda Gedige,5,Gud,A must plc if u visit to matale.it is called as center of srilanka.Thr is a man who explain abt its history..,"August 11, 2017",anumali,,,3,https://www.tripadvisor.com/Attraction_Review-g1865780-d3825748-Reviews-or50-Nalanda_Gedige-Matale_Central_Province.html
R010201,Nalanda Gedige,5,excellent,it was really awesome great and fantastic. spent about 2 hours without being any tired. greenish atmosphere.,"May 23, 2015",nihal w,,Couples,1,https://www.tripadvisor.com/Attraction_Review-g1865780-d3825748-Reviews-or80-Nalanda_Gedige-Matale_Central_Province.html
R010354,Pidurangala Rock,5,Great and funny trip!,"So, everything that you need to do when you come to Sri Lanka - it's called Bhathiya! And enjoy your vacation )","September 9, 2022",Vadim T,"Malabe, Sri Lanka",,8,https://www.tripadvisor.com/Attraction_Review-g304141-d3220900-Reviews-or140-Pidurangala_Rock-Sigiriya_Central_Province.html
R010386,Pidurangala Rock,5,Great Tour With 1000 photos,We climbed Pidurangala with the help of my Sigiriya tours team. Chandu founder of this company is really nice guy. He gave us really good information about his village. We highly recommend this team for you.,"July 30, 2020",chinthak peml,"Sydney, Australia",,2,https://www.tripadvisor.com/Attraction_Review-g304141-d3220900-Reviews-or170-Pidurangala_Rock-Sigiriya_Central_Province.html
R010415,Pidurangala Rock,5,Best experience,"Visited this place of the old Sri Lankan king, one of the best architectural experience ever seen, it can also be called the Harappa of Sri Lanka","February 9, 2020",avinash v,,Friends,4,https://www.tripadvisor.com/Attraction_Review-g304141-d3220900-Reviews-or200-Pidurangala_Rock-Sigiriya_Central_Province.html
R010713,Polonnaruwa Vatadage,5,Worth a visit,"A very rich site and despite the amount of people, it still maintains a sacred atmosphere. A must-see for those passing through this city.","December 4, 2025",katiasalvi,"Milan, Italy",,4761,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010722,Polonnaruwa Vatadage,5,A Vatadage,"It is definitely one of the visits to do if you are going to Sri Lanka because in this place you will find history and some really very beautiful and significant monuments.Obviously if you decide to shoot the place, use vehicles because they are far from each other and above all arrive prepared because otherwise you will not appreciate their real meaning.","September 12, 2024",Silvia C,"Turin, Italy",Friends,6107,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010728,Polonnaruwa Vatadage,4,Ancient place in polonnaruwa,Polonnaruwa vatadage is most famous and ancient place in Sri Lanka.it was a superb place to see tradition of kingdom of polonnaruwa.it's an amazing archeological treasure.,"November 11, 2021",mathuri,"Colombo, Sri Lanka",,5,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or10-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010733,Polonnaruwa Vatadage,5,Amazing,Polonnaruwa vatadage is a most famous location in Polonnaruwa area. It is consisting with more ancient valuable with old Buddhism civilization and old architecture of in those area. It has made with bricks and stones. It is a better place to see traditions of kingdom of Polonnaruwa.,"February 26, 2020",devidfy,"South Denmark, Denmark",,6,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or20-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010738,Polonnaruwa Vatadage,5,Superb,"As you move around Polonnaruwa, you are just left wondering....how did the folks of ancient folks build these marvelous structures?","January 13, 2020",DipuKV,"Pune, India",,4029,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or20-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010755,Polonnaruwa Vatadage,5,Dramatic,This relic house is at the heart of Polonnaruwa's quadrangle. It is dramatic and elegant - and beautiful. Dont miss it if you visit the site,"April 8, 2019",301lisa33,"Coventry, United Kingdom",Friends,1983,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or40-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010760,Polonnaruwa Vatadage,4,Marvel at the works of the ancient stone sculptors,Just walking around admiring and trying to contemplate what tools could possibly have been used to create such edifices,"March 4, 2019",cliff j,"Bundoora, Australia",Friends,12,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or40-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010769,Polonnaruwa Vatadage,5,quadrangle,"On tourist maps I think this is an area referred to as the quadrangle. Each sight is still considered active religious, so you have to take off your shoes.","January 17, 2019",Eva J,"Moscow, Russia",Solo,2634,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or50-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010779,Polonnaruwa Vatadage,5,Must see !,"It's one of the most beautiful archeological sites I've seen around the world. So big that you can't do it by foot, bycycles recommended :) (I'd say 10 times bigger than Pompéï in Italy).Really great place.","September 7, 2018",stepha107,,,58,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or60-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010786,Polonnaruwa Vatadage,5,Religious place and Please be good,Religious place and Please be good. Remove your shoes and hats before entering.Watch out for monkeys as they will grab your things and fly to trees,"June 30, 2018",NishD,"Kandy, Sri Lanka",,438,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or70-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010787,Polonnaruwa Vatadage,5,Go out of your way to see this,An amazing historic complex with any number of ancient buildings. This is worth every effort to go and visit!,"June 8, 2018",BlackCountryDan,"London, United Kingdom",Couples,56,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or70-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010789,Polonnaruwa Vatadage,4,Another impressive part of this fascinating site,This is a site worth visiting and walking around and viewing from various angles and you can walk into it minus shoes.,"May 14, 2018",Kirkcaldylad,"North Lanarkshire, United Kingdom",Couples,1526,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or70-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010802,Polonnaruwa Vatadage,5,Wonderful piece of art,"This structure, dated back in to polonnaruwa era 1000 years back is one of the excellent monuments showing ancient technological advancement as well as the proud culture of the sri lankan. A must see place if you’re visiting sri lanka.","December 26, 2017",Kasun Ranathunga,"Polonnaruwa, Sri Lanka",Friends,42,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or80-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010812,Polonnaruwa Vatadage,5,Super sight to the Buddhist culture,"Another, of the multitude, of well preserved cultural sites going back 2000. The skill of Sri Lankan's is incredible. Revered by locals & visitors alike. Excellent!","September 22, 2017",RamblerAtHeart,"Halifax, United Kingdom",,52,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or90-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010822,Polonnaruwa Vatadage,4,Not a standout.,While these relics are interesting and maintained. They are not one of the SL stand out archeology attractions.,"April 14, 2017",Angleseateam,"Colombo, Sri Lanka",Couples,227,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or100-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010828,Polonnaruwa Vatadage,5,Amazing,"Shows the amazing art ability of our people who lived in the past with a creative mind, and also it shows the sri lankans feel about budhism","February 3, 2017",hlcjsj80,"Polonnaruwa, Sri Lanka",,36,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or110-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010832,Polonnaruwa Vatadage,4,Humbling and reflective,Loved walking around. It is special. Listen and watch people chanting. It is a moving experience. Just show respect and understand the history.,"January 5, 2017",purplemetta,"Melbourne, Australia",Solo,26,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or110-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010837,Polonnaruwa Vatadage,5,Stunning building,"Very special building and the locals are certainly keen on tourists treating it with respect- unfortunately not all do, which is a great shame as it is remarkable","December 19, 2016",mumonroad,"Wagga Wagga, Australia",,9,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or120-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010847,Polonnaruwa Vatadage,4,Awesome,To think that man could be so creative and produce such good architecture is truely amazing. The planning that had to be put in to come up with such vast structures is really unthinkable. It was worth braving the intense to see all the structures. A must see attraction.,"September 22, 2016",Norm216,"Sydney, Australia",Couples,124,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or130-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010871,Polonnaruwa Vatadage,5,Splendid,"This is a unique creation of the Sri Lankan artists. This medieval capital was fortified with inner & outer moats and walls. You need to be appropriately dressed to enter certain halls and buildings, as well as removing your shoes before entry.","February 12, 2016",Nerine J,"London, United Kingdom",,147,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or150-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010872,Polonnaruwa Vatadage,5,Wonderful photo opps! Wear flip flops,"Best advice: wear flip flops or other inexpensive sandals because you must remove your shoes to enter these holy places. Don't wear sneakers because they are difficult to take off quickly and when it rains, they are quite uncomfortable. Beware the men trying to sell trinkets; don't show any interest, or they will follow you around for your entire visit and beg you to buy their goods. They will not leave you alone, and there are no tourist police to report them.","February 6, 2016",yabancikiz,"Istanbul, Türkiye",,205,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or150-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010886,Polonnaruwa Vatadage,5,Historic place,This is one of the most wonderful architecture of the ancient civilization. It is definitely a place that every visitor have to visit,"October 27, 2015",Kazi Rashidul Hasan,"Dhaka City, Bangladesh",Couples,1356,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or170-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010891,Polonnaruwa Vatadage,5,2 places like this!,There are 2 places like these in Sri Lanka . Polonnaruwa and Meditigiriya. Most beautiful Vatadage is in Medirigiriya. Vata - means CircularDa - means ToothGe - means houseVatadage - means Circular house for the tooth.,"September 11, 2015",RoomsBook,"Nugegoda, Sri Lanka",Friends,20,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or170-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010899,Polonnaruwa Vatadage,5,One of the most beautiful places I ever saw.,Thia Vatadage is one of the most wonderful remains of the ancient civilisation. It is defenitely a place that every visitor to Sri Lanka must see.,"August 16, 2015",EstherBelgium,"Keerbergen, Belgium",Friends,46,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or180-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010903,Polonnaruwa Vatadage,5,Amazing building,This is another amazing building in Polonaruwa which any traveler should visit. You can get in to this place by your own vehicle but for that you have to pay additional amount of money.,"March 30, 2015",LKTravelersg,"Colombo, Sri Lanka",Friends,75,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or190-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010904,Polonnaruwa Vatadage,5,Must see,Remarkably well preserved......a must see.....can't miss it....clumped together with most other important structures.,"March 16, 2015",Sivasuriam,"Tokyo, Japan",Friends,122,https://www.tripadvisor.com/Attraction_Review-g304140-d7794323-Reviews-or190-Polonnaruwa_Vatadage-Polonnaruwa_North_Central_Province.html
R010906,Popham's Arboretum,5,Amazing night tour,"We were so lucky to be with Poorna on the night tour. We saw two lorris, including one capturing and eating a butterfly. We also saw a brown wood owl and a spotted mouse deer. What an amazing experience!","January 2, 2026",Bethany,"San Francisco, California",Friends,4,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-Popham_s_Arboretum-Dambulla_Central_Province.html
R010943,Popham's Arboretum,5,Good tour,Great night tour by Poorna to see the wild Loris - we even saw a baby! We also walked around before it got dark and saw a Giant Squirrel. Very good,"September 3, 2019",amyF7341QF,"Brisbane, Australia",,27,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or30-Popham_s_Arboretum-Dambulla_Central_Province.html
R010945,Popham's Arboretum,5,Loris watching,"We went late afternoon for Loris watching and wow was it worth it ! We were welcomed with a cup of tea and a very warm welcome of the tame baby owl who was very sweet. Poorna the enthusiastic arboretum specialist gave us first a very interesting explanation about the arboretum and Loris, his knowledge is amazing! We then went out to find the Loris as soon as it was dark, Poorna gave us head torches and we saw 3 Loris and a baby Loris within 20minutes!We can highly recommend a visit !","August 16, 2019",PiaGray,"Claygate, United Kingdom",,6,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or40-Popham_s_Arboretum-Dambulla_Central_Province.html
R010957,Popham's Arboretum,5,Wonderfull,"Held by nature enthusiasts, this place is ideal for a beautiful walk in the middle of various trees and plants.","February 7, 2019",Karl1988,Germany,Couples,14,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or50-Popham_s_Arboretum-Dambulla_Central_Province.html
R010968,Popham's Arboretum,5,Amazing Visit,"We visited in February this year and had a wonderful time. Mr Amarasinghe took us round, explaining in depth about the various flora and fauna. We wanted to do a night walk, but unfortunately were limited on time. We were very fortunate to see a mouse deer in the daytime, which is uncommon apparently. Would definitely recommend visiting, it's a very unique experience that needs tourist support. We would love to come back to Sri Lanka one day, and will definitely return and hopefully do a night walk!","December 11, 2018",kerryellenn,"Isle of Wight, United Kingdom",Couples,13,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or60-Popham_s_Arboretum-Dambulla_Central_Province.html
R010973,Popham's Arboretum,5,Best part of our Sri Lanka trip,"Please please go visit this wonderful place. We went twice, once during the day and once for a night tour to see the Loris - and we did!!!! Mr Jayarantha went with us both times and we have become great friends. Thank you Mr. Jayarantha!!! And thank you Mr. Popham.","September 4, 2018",Piet V,"Utrecht, The Netherlands",Couples,14,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or60-Popham_s_Arboretum-Dambulla_Central_Province.html
R011024,Popham's Arboretum,5,"Popham Arboretum, Dambulla.","We spent a thoroughly interesting two hours with Jayantha, learning about the various indigenous trees and their uses, as well as learning something of the history of the arboretum. A real national treasure.This place is certainly worth a visit if you are interested in the natural world.","January 1, 2017",dimcn2017,"Comrie, United Kingdom",Couples,2,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or110-Popham_s_Arboretum-Dambulla_Central_Province.html
R011026,Popham's Arboretum,5,Always nice to come here,"Dropped by Sam Popham Arboretum, Sri Lanka last weekend. Filled the vehicle with sapling...excellent selection. Got some hard-to-find Gal siyambala, Weera, Kora Kaha, Burutha, Kaha Pethan, Bata Kirilla as well as the more popular Ehala, Welang, Hal milla...See you next time!","October 3, 2016",BoB-SriLanka,,Friends,11,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or120-Popham_s_Arboretum-Dambulla_Central_Province.html
R011029,Popham's Arboretum,5,Great time at the Popham Arboretum- Loris Included!,"I visited in September 2016 with some friends from the Colombo area. We had a great time. The manager was very friendly, and took us on a few hikes through the arboretum. My favorite was a nighttime safari, during which I spotted a loris! Definitely a high point of my trip. Yes, the facilities are rustic, but that's the point! It's a great feeling getting away from the hustle and bustle of the city and enjoying the natural world. I would recommend this place to anyone who is looking for a rustic getaway in a beautiful natural setting.","September 21, 2016",Chris B,,Friends,1,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or120-Popham_s_Arboretum-Dambulla_Central_Province.html
R011040,Popham's Arboretum,4,Nice Place to Camping,Went on camping at Popham's Arboretum and stayed for one night. Awesome place to camping while enjoying the beauty of mother nature.,"November 2, 2015",Charindu M,Sri Lanka,,6,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or130-Popham_s_Arboretum-Dambulla_Central_Province.html
R011043,Popham's Arboretum,5,Medicinal herb farm,"Very interesting tour of herb farm. I learnt a lot about the use of herbs here Bring some herbs and spices home, the best I have used.","August 17, 2015",paulinebell,,Friends,41,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or130-Popham_s_Arboretum-Dambulla_Central_Province.html
R011045,Popham's Arboretum,5,"Wonderful place, please support this good good cause","It's great when you come across conservation works actually in situ, living in the Western world we are used to being asked to donate to such good causes but here you can see first hand the great work and enthusiasm to try to help remain and restore the endangered species of trees in the island.It is so uplifting to meet like minded people. Long may you continue and be able to carry on the great work you provide which is so needed. God bless you.","August 12, 2015",Rebecca M,"Banbury, United Kingdom",,833,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or140-Popham_s_Arboretum-Dambulla_Central_Province.html
R011046,Popham's Arboretum,5,Special place for nature lovers,"This place was a surprising lovely little find when we had half a day to fill up. It wasn't on our agenda but really glad we found it. We did a lovely nature walk for a couple of hours, saw lots of beautiful butterflies. At the end we had a nice cup of tea with the manager in the mud house hut and saw all the old photos of Mr Popham and heard the special story of how it was set up years ago. Worth a visit if you are into nature.","August 2, 2015",Rosannad6,"Manama, Bahrain",Couples,17,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or140-Popham_s_Arboretum-Dambulla_Central_Province.html
R011048,Popham's Arboretum,3,See slender loris,"when you visit the Arboretum better be there by 6.00 am or after 7.00 pm to see loris, I think yellow trac is the best and it's the longest as well if lucky you will be able to see spotted deer,fishing cat as well","April 7, 2015",ashwin897,"Wattala, Sri Lanka",,12,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or140-Popham_s_Arboretum-Dambulla_Central_Province.html
R011054,Popham's Arboretum,5,Good Loris spotting place!,I have both visited and worked in several conservation and environmental activities in this location. It is a special destination but sometimes the management and ownership seems to be floating away from their main objective and purpose.I'd be very sad if I see Tourism has made damage to the place and they would loose their conservation aspect of the location.I would like the future visitors to keep this fact in their minds and concern about what could happen if they develop this location as a tourist destination?,"October 24, 2014",MaximusKoush,"Kandy, Sri Lanka",Friends,19,https://www.tripadvisor.com/Attraction_Review-g304133-d2734223-Reviews-or140-Popham_s_Arboretum-Dambulla_Central_Province.html
R011070,Rankoth Vehera,5,Nice,"Polonnaruwa is mind-boggling with its beauty, religion and cultural significance. Rankoth Vehera is a prime example.","January 13, 2020",DipuKV,"Pune, India",,4029,https://www.tripadvisor.com/Attraction_Review-g304140-d3600911-Reviews-Rankoth_Vehera-Polonnaruwa_North_Central_Province.html
R011098,Rankoth Vehera,3,An imposing structure!,There isn't really much to this. It's huge though and surrounded by image rooms and other ancillary structure that make it appear more interesting from a distance.,"April 6, 2017",Albert_in_Monovar,"Monovar, Spain",Couples,77,https://www.tripadvisor.com/Attraction_Review-g304140-d3600911-Reviews-or30-Rankoth_Vehera-Polonnaruwa_North_Central_Province.html
R011102,Rankoth Vehera,2,Nothing to see,Guess the symbolic meaning of the place is more than its look. So it won't be a loss to skip it for better places nearby.,"December 26, 2016",D_and_G_2008,"Hong Kong, China",Couples,1402,https://www.tripadvisor.com/Attraction_Review-g304140-d3600911-Reviews-or30-Rankoth_Vehera-Polonnaruwa_North_Central_Province.html
