place_name,feature,review_percentage,review_count,total_reviews,avg_confidence,dominant_sentiment
Hikkaduwa Beach,Restaurants,23.17,139,600.0,0.7894,positive
Hikkaduwa Beach,Crowdedness,20.67,124,600.0,0.8484,negative
Hikkaduwa Beach,Coral reef,18.33,110,600.0,0.7715,positive
Hikkaduwa Beach,Sandy beach,18.0,108,600.0,0.7594,positive
Hikkaduwa Beach,Accommodation,17.83,107,600.0,0.7791,neutral
Hikkaduwa Beach,Food quality,11.5,69,600.0,0.7409,positive
Hiriketiya Beach,Beach,96.06,122,127.0,0.81,positive
Hiriketiya Beach,Waves,55.12,70,127.0,0.7471,positive
Hiriketiya Beach,Crowdedness,32.28,41,127.0,0.8546,negative
Hiriketiya Beach,Restaurants,29.92,38,127.0,0.7805,neutral
Hiriketiya Beach,Food quality,21.26,27,127.0,0.7304,positive
Hiriketiya Beach,Peacefulness,19.69,25,127.0,0.7872,positive
Hiriketiya Beach,Family friendliness,18.11,23,127.0,0.7791,positive
Hiriketiya Beach,Accommodation,15.75,20,127.0,0.778,neutral
Hiriketiya Beach,Sea,14.17,18,127.0,0.7344,neutral
Hiriketiya Beach,Ticket price,12.6,16,127.0,0.7712,neutral
Hiriketiya Beach,Value for money,12.6,16,127.0,0.8525,positive
Hiriketiya Beach,Cleanliness,11.81,15,127.0,0.872,positive
Hiriketiya Beach,Sandy beach,11.02,14,127.0,0.7457,positive
Horton Plains National Park,Scenic view,60.17,361,600.0,0.8211,positive
Horton Plains National Park,Waterfall,33.5,201,600.0,0.7859,positive
Horton Plains National Park,Trail,26.5,159,600.0,0.7673,positive
Horton Plains National Park,Ticket price,19.83,119,600.0,0.7798,neutral
Horton Plains National Park,Weather condition,19.17,115,600.0,0.7711,negative
Horton Plains National Park,Wildlife,19.0,114,600.0,0.7733,neutral
Horton Plains National Park,Cleanliness,13.33,80,600.0,0.8588,negative
Horton Plains National Park,Mountain,13.0,78,600.0,0.7528,neutral
Horton Plains National Park,Birds,12.0,72,600.0,0.7489,neutral
Horton Plains National Park,Crowdedness,11.67,70,600.0,0.8346,negative
Horton Plains National Park,Value for money,10.67,64,600.0,0.8669,negative
Horton Plains National Park,Entrance fee,10.5,63,600.0,0.8257,neutral
Hummanaya Blow Hole,Sea,25.51,50,196.0,0.7176,neutral
Hummanaya Blow Hole,Ticket price,23.98,47,196.0,0.7553,neutral
Hummanaya Blow Hole,Scenic view,22.96,45,196.0,0.7882,positive
Hummanaya Blow Hole,Rock formation,20.41,40,196.0,0.749,neutral
Hummanaya Blow Hole,Weather condition,16.33,32,196.0,0.7612,negative
Hummanaya Blow Hole,Beach,15.31,30,196.0,0.7973,positive
Hummanaya Blow Hole,Entrance fee,14.8,29,196.0,0.8041,neutral
Hummanaya Blow Hole,Waves,14.8,29,196.0,0.7648,positive
Hummanaya Blow Hole,Stairs,11.73,23,196.0,0.7791,neutral
Hurulu Eco Park,Elephants,96.15,325,338.0,0.7853,neutral
Hurulu Eco Park,Wildlife,35.21,119,338.0,0.7818,neutral
Hurulu Eco Park,Birds,23.37,79,338.0,0.7582,neutral
Hurulu Eco Park,Road access,21.6,73,338.0,0.6793,neutral
Hurulu Eco Park,Local guide,20.71,70,338.0,0.7673,positive
Hurulu Eco Park,Ticket price,13.61,46,338.0,0.7583,neutral
Hurulu Eco Park,Accommodation,13.02,44,338.0,0.7614,neutral
Hurulu Eco Park,Scenic view,12.72,43,338.0,0.8049,positive
Hurulu Eco Park,Weather condition,12.72,43,338.0,0.7493,negative
Hurulu Eco Park,Trail,11.24,38,338.0,0.7584,neutral
Hurulu Eco Park,Crowdedness,10.95,37,338.0,0.8492,negative
Hurulu Eco Park,Family friendliness,10.06,34,338.0,0.7776,positive
Independence Memorial Hall,Sculptures,16.18,61,377.0,0.7793,neutral
Independence Memorial Hall,Cleanliness,10.08,38,377.0,0.8821,positive
Independence Memorial Hall,Peacefulness,10.08,38,377.0,0.7937,positive
Isurumuniya Temple,Temple,67.94,178,262.0,0.7892,positive
Isurumuniya Temple,Rock formation,46.18,121,262.0,0.7183,positive
Isurumuniya Temple,Sculptures,42.75,112,262.0,0.783,neutral
Isurumuniya Temple,Scenic view,32.06,84,262.0,0.7832,positive
Isurumuniya Temple,Museum,21.76,57,262.0,0.7772,neutral
Isurumuniya Temple,Ticket price,16.79,44,262.0,0.7664,neutral
Isurumuniya Temple,Buddha statue,14.5,38,262.0,0.8032,neutral
Isurumuniya Temple,Stupa,12.98,34,262.0,0.7776,positive
Isurumuniya Temple,Cave temple,12.21,32,262.0,0.8181,neutral
Isurumuniya Temple,Entrance fee,12.21,32,262.0,0.8281,neutral
Isurumuniya Temple,Peacefulness,12.21,32,262.0,0.8175,positive
Isurumuniya Temple,Lake,11.83,31,262.0,0.7103,positive
Isurumuniya Temple,Weather condition,11.83,31,262.0,0.7303,negative
Isurumuniya Temple,Elephants,10.31,27,262.0,0.7815,positive
Jaffna Fort,Fort,73.41,334,455.0,0.7049,neutral
Jaffna Fort,Scenic view,23.52,107,455.0,0.8082,positive
Jaffna Fort,Ancient ruins,12.53,57,455.0,0.7716,neutral
Jami Ul-Alfar Mosque,Mosque,76.29,280,367.0,0.7949,positive
Jami Ul-Alfar Mosque,Crowdedness,24.52,90,367.0,0.8124,negative
Jami Ul-Alfar Mosque,Market,14.44,53,367.0,0.786,neutral
Japanese Peace Pagoda - Rumassala,Scenic view,63.8,319,500.0,0.8198,positive
Japanese Peace Pagoda - Rumassala,Peacefulness,48.0,240,500.0,0.8232,positive
Japanese Peace Pagoda - Rumassala,Stupa,43.6,218,500.0,0.7948,positive
Japanese Peace Pagoda - Rumassala,Beach,36.6,183,500.0,0.7867,positive
Japanese Peace Pagoda - Rumassala,Forest,31.0,155,500.0,0.7791,neutral
Japanese Peace Pagoda - Rumassala,Temple,26.4,132,500.0,0.7914,positive
Japanese Peace Pagoda - Rumassala,Sunset view,17.4,87,500.0,0.8547,positive
Japanese Peace Pagoda - Rumassala,Sea,16.2,81,500.0,0.7706,positive
Japanese Peace Pagoda - Rumassala,Public transport access,13.4,67,500.0,0.7991,neutral
Japanese Peace Pagoda - Rumassala,Mountain,13.0,65,500.0,0.7258,neutral
Japanese Peace Pagoda - Rumassala,Fort,12.6,63,500.0,0.7168,positive
Jaya Sri Maha Bodhi,Buddha statue,27.7,118,426.0,0.7544,neutral
Jaya Sri Maha Bodhi,Temple,19.25,82,426.0,0.7783,neutral
Jaya Sri Maha Bodhi,Peacefulness,13.85,59,426.0,0.8014,positive
Jaya Sri Maha Bodhi,Crowdedness,11.03,47,426.0,0.8468,negative
Jungle Beach,Beach,91.67,550,600.0,0.8061,positive
Jungle Beach,Forest,40.33,242,600.0,0.7816,neutral
Jungle Beach,Cleanliness,36.67,220,600.0,0.8649,negative
Jungle Beach,Crowdedness,25.0,150,600.0,0.8499,negative
Jungle Beach,Peacefulness,17.17,103,600.0,0.7864,positive
Jungle Beach,Sea,14.5,87,600.0,0.7384,positive
Jungle Beach,Trail,13.17,79,600.0,0.7238,neutral
Jungle Beach,Scenic view,11.83,71,600.0,0.7921,positive
Jungle Beach,Public transport access,11.17,67,600.0,0.7922,neutral
Jungle Beach,Rock formation,10.5,63,600.0,0.7705,neutral
Kabalana Beach,Beach,90.0,27,30.0,0.8133,positive
Kabalana Beach,Waves,60.0,18,30.0,0.7467,positive
Kabalana Beach,Sandy beach,33.33,10,30.0,0.792,positive
Kabalana Beach,Cleanliness,26.67,8,30.0,0.88,positive
Kabalana Beach,Accommodation,23.33,7,30.0,0.7771,neutral
Kabalana Beach,Restaurants,23.33,7,30.0,0.8057,positive
Kabalana Beach,Cafes,16.67,5,30.0,0.748,positive
Kabalana Beach,Ticket price,16.67,5,30.0,0.728,neutral
Kalametiya Eco Bird Watching,Birds,92.48,246,266.0,0.7789,positive
Kalametiya Eco Bird Watching,Local guide,59.77,159,266.0,0.7894,positive
Kalametiya Eco Bird Watching,Peacefulness,33.46,89,266.0,0.8261,positive
Kalametiya Eco Bird Watching,Boat service,30.83,82,266.0,0.711,positive
Kalametiya Eco Bird Watching,Lagoon,24.06,64,266.0,0.8072,positive
Kalametiya Eco Bird Watching,Scenic view,24.06,64,266.0,0.7959,positive
Kalametiya Eco Bird Watching,Rock formation,20.68,55,266.0,0.7076,positive
Kalametiya Eco Bird Watching,Sunset view,10.53,28,266.0,0.845,positive
Kalametiya Eco Bird Watching,Wildlife,10.53,28,266.0,0.7993,positive
Kalutara Bodhiya,Temple,60.42,145,240.0,0.7895,positive
Kalutara Bodhiya,Road access,23.33,56,240.0,0.6616,neutral
Kalutara Bodhiya,Peacefulness,22.92,55,240.0,0.8073,positive
Kalutara Bodhiya,Stupa,20.0,48,240.0,0.7779,neutral
Kalutara Bodhiya,River,17.92,43,240.0,0.7842,neutral
Kalutara Bodhiya,Scenic view,15.0,36,240.0,0.7686,positive
Kalutara Bodhiya,Buddha statue,14.17,34,240.0,0.7771,neutral
Kalutara Bodhiya,Crowdedness,14.17,34,240.0,0.8135,negative
Kalutara Bodhiya,Local guide,10.83,26,240.0,0.7585,positive
Kande Viharaya Temple,Temple,83.61,102,122.0,0.7927,positive
Kande Viharaya Temple,Buddha statue,56.56,69,122.0,0.8043,neutral
Kande Viharaya Temple,Sculptures,45.08,55,122.0,0.7745,neutral
Kande Viharaya Temple,Elephants,22.13,27,122.0,0.7689,neutral
Kande Viharaya Temple,Crowdedness,17.21,21,122.0,0.8486,negative
Kande Viharaya Temple,Local guide,14.75,18,122.0,0.76,positive
Kande Viharaya Temple,Public transport access,14.75,18,122.0,0.7844,neutral
Kande Viharaya Temple,Paintings,13.93,17,122.0,0.7729,neutral
Kande Viharaya Temple,Peacefulness,13.11,16,122.0,0.8075,positive
Kande Viharaya Temple,Hindu shrine,12.3,15,122.0,0.7547,neutral
Kandy Lake,Lake,86.67,520,600.0,0.7139,positive
Kandy Lake,Temple,30.0,180,600.0,0.7812,neutral
Kandy Lake,Scenic view,25.83,155,600.0,0.7821,positive
Kandy Lake,Birds,18.83,113,600.0,0.7655,neutral
Kandy Lake,Peacefulness,17.5,105,600.0,0.8072,positive
Kandy Lake,Crowdedness,11.83,71,600.0,0.7907,negative
Kandy Lake,Cleanliness,10.67,64,600.0,0.8725,positive
Kandy View Point,Scenic view,86.2,431,500.0,0.7748,positive
Kandy View Point,Lake,43.4,217,500.0,0.7112,positive
Kandy View Point,Viewpoint,36.2,181,500.0,0.8126,positive
Kandy View Point,Temple,21.6,108,500.0,0.7824,neutral
Kandy View Point,Mountain,16.0,80,500.0,0.7565,positive
Kandy View Point,Public transport access,12.4,62,500.0,0.7923,neutral
Kandy View Point,Buddha statue,11.6,58,500.0,0.7959,neutral
Kanniya Hot Springs,Weather condition,68.2,208,305.0,0.7265,negative
Kanniya Hot Springs,Crowdedness,14.75,45,305.0,0.8542,negative
Kanniya Hot Springs,Ticket price,14.75,45,305.0,0.7551,neutral
Kanniya Hot Springs,Cleanliness,14.43,44,305.0,0.8705,positive
Kanniya Hot Springs,Entrance fee,10.82,33,305.0,0.84,neutral
Kataragama Temple,Temple,67.69,199,294.0,0.7725,neutral
Kataragama Temple,Hindu shrine,30.27,89,294.0,0.7629,neutral
Kataragama Temple,Crowdedness,20.41,60,294.0,0.849,negative
Kataragama Temple,Peacefulness,10.2,30,294.0,0.8093,positive
Kaudulla National Park,Elephants,96.2,481,500.0,0.789,positive
Kaudulla National Park,Wildlife,35.0,175,500.0,0.78,neutral
Kaudulla National Park,Birds,34.0,170,500.0,0.7644,neutral
Kaudulla National Park,Local guide,15.6,78,500.0,0.7601,positive
Kaudulla National Park,Lake,15.4,77,500.0,0.6977,neutral
Kaudulla National Park,Road access,12.4,62,500.0,0.6703,neutral
Kaudulla National Park,Ticket price,12.2,61,500.0,0.7462,neutral
Kaudulla National Park,Crowdedness,10.4,52,500.0,0.8258,negative
Keerimalai Hot springs,Sea,34.09,45,132.0,0.7262,positive
Keerimalai Hot springs,Weather condition,29.55,39,132.0,0.7303,negative
Keerimalai Hot springs,Cleanliness,28.03,37,132.0,0.8789,positive
Keerimalai Hot springs,Beach,14.39,19,132.0,0.7842,neutral
Keerimalai Hot springs,Temple,14.39,19,132.0,0.7989,positive
Keerimalai Hot springs,Hindu shrine,13.64,18,132.0,0.7733,neutral
Keerimalai Hot springs,Crowdedness,10.61,14,132.0,0.8571,negative
Kelaniya Raja Maha Vihara,Temple,79.8,399,500.0,0.7848,neutral
Kelaniya Raja Maha Vihara,Buddha statue,45.0,225,500.0,0.7669,neutral
Kelaniya Raja Maha Vihara,Peacefulness,26.8,134,500.0,0.8012,positive
Kelaniya Raja Maha Vihara,Paintings,23.2,116,500.0,0.7853,positive
Kelaniya Raja Maha Vihara,Crowdedness,17.4,87,500.0,0.8462,negative
Kelaniya Raja Maha Vihara,Sculptures,13.0,65,500.0,0.7837,positive
Kelaniya Raja Maha Vihara,River,10.8,54,500.0,0.7585,neutral
Kiri Vehera,Stupa,42.31,11,26.0,0.7782,neutral
Kiri Vehera,Temple,42.31,11,26.0,0.7727,neutral
Kiri Vehera,Crowdedness,19.23,5,26.0,0.872,negative
Kiri Vehera,Peacefulness,19.23,5,26.0,0.792,positive
Kirinda Viharaya,Temple,82.76,48,58.0,0.7879,positive
Kirinda Viharaya,Scenic view,58.62,34,58.0,0.7685,positive
Kirinda Viharaya,Sea,58.62,34,58.0,0.7429,positive
Kirinda Viharaya,Rock formation,46.55,27,58.0,0.7422,neutral
Kirinda Viharaya,Beach,43.1,25,58.0,0.7832,positive
Kirinda Viharaya,Buddha statue,18.97,11,58.0,0.78,neutral
Kirinda Viharaya,Peacefulness,18.97,11,58.0,0.8182,positive
Kirinda Viharaya,Sculptures,18.97,11,58.0,0.7818,neutral
Kirinda Viharaya,Weather condition,15.52,9,58.0,0.7556,negative
Kirinda Viharaya,Safety,10.34,6,58.0,0.85,negative
Kirinda Viharaya,Stairs,10.34,6,58.0,0.7567,neutral
Knuckles Mountain Range,Mountain,59.04,147,249.0,0.7845,positive
Knuckles Mountain Range,Scenic view,51.81,129,249.0,0.8212,positive
Knuckles Mountain Range,Waterfall,30.52,76,249.0,0.7929,positive
Knuckles Mountain Range,Local guide,28.92,72,249.0,0.7694,neutral
Knuckles Mountain Range,Weather condition,23.29,58,249.0,0.7866,negative
Knuckles Mountain Range,Leeches,18.88,47,249.0,0.7953,negative
Knuckles Mountain Range,Trail,15.66,39,249.0,0.7862,positive
Knuckles Mountain Range,Tea plantation,13.65,34,249.0,0.8347,positive
Knuckles Mountain Range,Accommodation,12.45,31,249.0,0.7703,neutral
Knuckles Mountain Range,Forest,12.45,31,249.0,0.7903,positive
Knuckles Mountain Range,Road access,11.65,29,249.0,0.6979,neutral
Knuckles Mountain Range,Birds,10.84,27,249.0,0.7548,neutral
Knuckles Mountain Range,Food quality,10.44,26,249.0,0.7638,positive
Koggala Lake,Lake,57.14,64,112.0,0.7081,positive
Koggala Lake,Boat service,52.68,59,112.0,0.7041,neutral
Koggala Lake,Ticket price,35.71,40,112.0,0.7688,neutral
Koggala Lake,Temple,29.46,33,112.0,0.7836,positive
Koggala Lake,Value for money,24.11,27,112.0,0.8563,negative
Koggala Lake,Birds,21.43,24,112.0,0.7483,neutral
Koggala Lake,Wildlife,17.86,20,112.0,0.785,positive
Koggala Lake,Local guide,16.07,18,112.0,0.7578,neutral
Koggala Lake,Public transport access,14.29,16,112.0,0.7925,neutral
Koggala Lake,Peacefulness,13.39,15,112.0,0.8267,positive
Kosgoda Sea Turtle Conservation Project,Turtles,93.53,477,510.0,0.7938,positive
Kosgoda Sea Turtle Conservation Project,Sea,44.9,229,510.0,0.7109,neutral
Kosgoda Sea Turtle Conservation Project,Family friendliness,19.22,98,510.0,0.7649,positive
Kosgoda Sea Turtle Conservation Project,Ticket price,17.06,87,510.0,0.7669,neutral
Kosgoda Sea Turtle Conservation Project,Local guide,16.86,86,510.0,0.7576,neutral
Kosgoda Sea Turtle Conservation Project,Wildlife,16.86,86,510.0,0.7988,positive
Kosgoda Sea Turtle Conservation Project,Beach,16.47,84,510.0,0.7798,neutral
Kosgoda Sea Turtle Conservation Project,Service quality,15.1,77,510.0,0.7953,positive
Kumana National Park,Birds,72.48,79,109.0,0.7628,neutral
Kumana National Park,Wildlife,58.72,64,109.0,0.7887,positive
Kumana National Park,Leopards,56.88,62,109.0,0.7658,neutral
Kumana National Park,Elephants,52.29,57,109.0,0.7611,neutral
Kumana National Park,Road access,22.94,25,109.0,0.686,neutral
Kumana National Park,Local guide,21.1,23,109.0,0.7465,neutral
Kumana National Park,Scenic view,17.43,19,109.0,0.7942,positive
Kumana National Park,Crowdedness,15.6,17,109.0,0.8494,negative
Kumana National Park,Forest,13.76,15,109.0,0.7773,neutral
Kumana National Park,Ticket price,13.76,15,109.0,0.7313,neutral
Kumana National Park,Peacefulness,11.01,12,109.0,0.7967,positive
Laxapana Falls,Waterfall,81.82,18,22.0,0.8033,positive
Laxapana Falls,Scenic view,45.45,10,22.0,0.764,positive
Laxapana Falls,Road access,40.91,9,22.0,0.6722,neutral
Laxapana Falls,Stairs,40.91,9,22.0,0.8044,positive
Laxapana Falls,Safety,22.73,5,22.0,0.8,positive
Lipton’s Seat,Scenic view,83.0,415,500.0,0.805,positive
Lipton’s Seat,Public transport access,49.2,246,500.0,0.7891,neutral
Lipton’s Seat,Tea plantation,38.6,193,500.0,0.8338,positive
Lipton’s Seat,Road access,28.4,142,500.0,0.6954,neutral
Lipton’s Seat,Mountain,23.2,116,500.0,0.7481,neutral
Lipton’s Seat,Ticket price,20.2,101,500.0,0.7478,neutral
Lipton’s Seat,Weather condition,15.6,78,500.0,0.7774,negative
Lipton’s Seat,Viewpoint,12.4,62,500.0,0.8235,positive
Lipton’s Seat,Sunrise view,12.2,61,500.0,0.8354,positive
Little Adam's Peak View Point,Scenic view,84.43,591,700.0,0.8248,positive
Little Adam's Peak View Point,Mountain,51.71,362,700.0,0.7322,positive
Little Adam's Peak View Point,Stairs,27.14,190,700.0,0.7787,neutral
Little Adam's Peak View Point,Trail,20.14,141,700.0,0.7516,positive
Little Adam's Peak View Point,Rock formation,13.86,97,700.0,0.733,positive
Little Adam's Peak View Point,Weather condition,13.14,92,700.0,0.773,negative
Little Adam's Peak View Point,Sunrise view,12.43,87,700.0,0.8354,positive
Little Adam's Peak View Point,Tea plantation,11.14,78,700.0,0.8318,positive
Lovamahapaya Brazen Palace,Ancient ruins,32.0,8,25.0,0.73,neutral
Lover's Leap Falls,Waterfall,72.95,267,366.0,0.7998,positive
Lover's Leap Falls,Scenic view,49.18,180,366.0,0.7997,positive
Lover's Leap Falls,Tea plantation,31.42,115,366.0,0.8296,positive
Lover's Leap Falls,Public transport access,26.5,97,366.0,0.7961,neutral
Lover's Leap Falls,Road access,22.13,81,366.0,0.6796,neutral
Lover's Leap Falls,Trail,18.85,69,366.0,0.7449,neutral
Lover's Leap Falls,Mountain,13.93,51,366.0,0.7345,neutral
Lover's Leap Falls,Weather condition,13.66,50,366.0,0.7792,negative
Lunugamvehera National Park,Birds,63.04,29,46.0,0.7579,neutral
Lunugamvehera National Park,Leopards,63.04,29,46.0,0.7676,neutral
Lunugamvehera National Park,Elephants,50.0,23,46.0,0.7513,neutral
Lunugamvehera National Park,Wildlife,47.83,22,46.0,0.7882,positive
Lunugamvehera National Park,Crowdedness,26.09,12,46.0,0.8383,negative
Lunugamvehera National Park,Scenic view,26.09,12,46.0,0.7967,positive
Lunugamvehera National Park,Forest,17.39,8,46.0,0.7725,neutral
Lunugamvehera National Park,Lake,17.39,8,46.0,0.7625,neutral
Lunugamvehera National Park,Peacefulness,17.39,8,46.0,0.825,positive
Lunugamvehera National Park,Local guide,15.22,7,46.0,0.7543,neutral
Lunugamvehera National Park,Ticket price,13.04,6,46.0,0.7133,neutral
Madu River Safari by Buddhi,River,60.2,301,500.0,0.7837,positive
Madu River Safari by Buddhi,Boat service,56.6,283,500.0,0.716,neutral
Madu River Safari by Buddhi,Temple,32.4,162,500.0,0.7721,neutral
Madu River Safari by Buddhi,Birds,28.0,140,500.0,0.7623,neutral
Madu River Safari by Buddhi,Ticket price,25.8,129,500.0,0.764,neutral
Madu River Safari by Buddhi,Wildlife,18.8,94,500.0,0.7743,neutral
Madu River Safari by Buddhi,Local guide,14.8,74,500.0,0.7655,positive
Madu River Safari by Buddhi,Value for money,14.0,70,500.0,0.8691,negative
Madu River Safari by Buddhi,Scenic view,10.8,54,500.0,0.8007,positive
Madu River Safari by Buddhi,Family friendliness,10.2,51,500.0,0.7565,neutral
Maduru Oya National Park,Elephants,88.89,24,27.0,0.7667,neutral
Maduru Oya National Park,Wildlife,48.15,13,27.0,0.7646,neutral
Maduru Oya National Park,Road access,37.04,10,27.0,0.686,neutral
Maduru Oya National Park,Birds,29.63,8,27.0,0.75,neutral
Maduru Oya National Park,Scenic view,29.63,8,27.0,0.8225,positive
Maduru Oya National Park,Crowdedness,22.22,6,27.0,0.8267,positive
Maduru Oya National Park,Lake,22.22,6,27.0,0.72,positive
Maha Saman Dewalaya,Temple,32.43,12,37.0,0.79,positive
Maha Saman Dewalaya,Peacefulness,27.03,10,37.0,0.792,positive
Maha Saman Dewalaya,Hindu shrine,16.22,6,37.0,0.7567,neutral
Maha Saman Dewalaya,Road access,16.22,6,37.0,0.6617,neutral
Maha Saman Dewalaya,Buddha statue,13.51,5,37.0,0.78,neutral
Maligawila Buddha Statue,Buddha statue,75.86,22,29.0,0.8418,positive
Maligawila Buddha Statue,Sculptures,72.41,21,29.0,0.8124,positive
Maligawila Buddha Statue,Value for money,37.93,11,29.0,0.8,positive
Maligawila Buddha Statue,Ancient ruins,24.14,7,29.0,0.8,positive
Maligawila Buddha Statue,Rock formation,24.14,7,29.0,0.7114,positive
Marble Beach,Beach,91.34,306,335.0,0.8148,positive
Marble Beach,Cleanliness,36.42,122,335.0,0.88,positive
Marble Beach,Accommodation,25.37,85,335.0,0.7892,positive
Marble Beach,Sea,23.28,78,335.0,0.7369,positive
Marble Beach,Crowdedness,20.0,67,335.0,0.8615,negative
Marble Beach,Peacefulness,19.4,65,335.0,0.768,positive
Marble Beach,Food quality,19.1,64,335.0,0.7394,positive
Marble Beach,Safety,16.12,54,335.0,0.8015,positive
Marble Beach,Family friendliness,13.73,46,335.0,0.7661,positive
Marble Beach,Ticket price,13.13,44,335.0,0.7891,positive
Marble Beach,Sandy beach,11.94,40,335.0,0.7745,positive
Marble Beach,Restaurants,11.04,37,335.0,0.7881,neutral
Marble Beach,Scenic view,11.04,37,335.0,0.7803,positive
Marble Beach,Service quality,10.75,36,335.0,0.81,positive
Matara Paravi Duwa Temple,Temple,83.33,50,60.0,0.7968,positive
Matara Paravi Duwa Temple,Scenic view,58.33,35,60.0,0.8223,positive
Matara Paravi Duwa Temple,Bridge,50.0,30,60.0,0.7813,positive
Matara Paravi Duwa Temple,Sea,35.0,21,60.0,0.7543,positive
Matara Paravi Duwa Temple,Beach,28.33,17,60.0,0.7812,positive
Matara Paravi Duwa Temple,Entrance fee,18.33,11,60.0,0.7764,neutral
Matara Paravi Duwa Temple,Public transport access,18.33,11,60.0,0.6909,neutral
Matara Paravi Duwa Temple,Peacefulness,11.67,7,60.0,0.8,positive
Mihintale,Scenic view,56.0,280,500.0,0.809,positive
Mihintale,Stairs,38.0,190,500.0,0.7807,neutral
Mihintale,Rock formation,35.4,177,500.0,0.7137,positive
Mihintale,Stupa,26.6,133,500.0,0.7803,positive
Mihintale,Buddha statue,21.8,109,500.0,0.8002,positive
Mihintale,Temple,20.8,104,500.0,0.7863,positive
Mihintale,Sunset view,19.0,95,500.0,0.8448,positive
Mihintale,Weather condition,18.6,93,500.0,0.7458,negative
Mihintale,Mountain,17.8,89,500.0,0.7384,neutral
Mihintale,Local guide,15.4,77,500.0,0.7644,positive
Mihintale,Sculptures,12.4,62,500.0,0.79,positive
Mihintale,Ancient ruins,11.6,58,500.0,0.7779,neutral
Mihintale,Ticket price,11.0,55,500.0,0.7547,neutral
Minneriya National Park,Elephants,94.83,569,600.0,0.7886,positive
Minneriya National Park,Wildlife,37.0,222,600.0,0.7832,neutral
Minneriya National Park,Birds,34.83,209,600.0,0.7589,neutral
Minneriya National Park,Local guide,19.67,118,600.0,0.7664,positive
Minneriya National Park,Lake,15.83,95,600.0,0.6937,neutral
Minneriya National Park,Family friendliness,11.5,69,600.0,0.7501,neutral
Minneriya National Park,Ticket price,11.0,66,600.0,0.7497,neutral
Minneriya National Park,Scenic view,10.5,63,600.0,0.7994,positive
Minneriya National Park,Crowdedness,10.0,60,600.0,0.8313,negative
Mirissa Beach,Beach,92.0,552,600.0,0.8173,positive
Mirissa Beach,Restaurants,39.5,237,600.0,0.7991,positive
Mirissa Beach,Waves,35.17,211,600.0,0.7798,positive
Mirissa Beach,Cleanliness,26.67,160,600.0,0.8772,positive
Mirissa Beach,Sea,20.83,125,600.0,0.7427,positive
Mirissa Beach,Food quality,19.17,115,600.0,0.7517,positive
Mirissa Beach,Sandy beach,18.5,111,600.0,0.7659,positive
Mirissa Beach,Crowdedness,17.17,103,600.0,0.8536,negative
Mirissa Beach,Scenic view,14.0,84,600.0,0.79,positive
Mirissa Beach,Sunset view,12.33,74,600.0,0.8454,positive
Mirissa Beach,Family friendliness,11.33,68,600.0,0.7756,positive
Mirissa Beach,Accommodation,10.0,60,600.0,0.783,neutral
Moon Plains,Scenic view,74.55,123,165.0,0.7717,positive
Moon Plains,Mountain,47.88,79,165.0,0.7734,positive
Moon Plains,Ticket price,35.15,58,165.0,0.7433,neutral
Moon Plains,Viewpoint,23.64,39,165.0,0.8097,neutral
Moon Plains,Weather condition,16.36,27,165.0,0.7896,negative
Moon Plains,Wildlife,16.36,27,165.0,0.7674,neutral
Moon Plains,Family friendliness,13.33,22,165.0,0.7491,positive
Moon Plains,Entrance fee,12.12,20,165.0,0.814,neutral
Moon Plains,Road access,12.12,20,165.0,0.672,neutral
Moon Plains,Local guide,10.3,17,165.0,0.7682,positive
Moonstone or Sandakada pahana,Sculptures,45.31,29,64.0,0.7855,positive
Moonstone or Sandakada pahana,Wildlife,23.44,15,64.0,0.7627,neutral
Moonstone or Sandakada pahana,Temple,18.75,12,64.0,0.7483,neutral
Moonstone or Sandakada pahana,Ancient ruins,10.94,7,64.0,0.76,neutral
Moonstone or Sandakada pahana,Elephants,10.94,7,64.0,0.7486,neutral
Mount Lavinia Beach,Beach,85.6,428,500.0,0.8137,positive
Mount Lavinia Beach,Restaurants,34.2,171,500.0,0.7929,positive
Mount Lavinia Beach,Accommodation,33.0,165,500.0,0.7989,positive
Mount Lavinia Beach,Cleanliness,28.4,142,500.0,0.873,positive
Mount Lavinia Beach,Food quality,27.0,135,500.0,0.7425,positive
Mount Lavinia Beach,Sea,26.2,131,500.0,0.7426,positive
Mount Lavinia Beach,Crowdedness,17.4,87,500.0,0.8538,negative
Mount Lavinia Beach,Scenic view,15.8,79,500.0,0.7903,positive
Mount Lavinia Beach,Sunset view,15.4,77,500.0,0.8468,positive
Mount Lavinia Beach,Sandy beach,14.8,74,500.0,0.7497,positive
Mount Lavinia Beach,Family friendliness,14.2,71,500.0,0.7746,positive
Mount Lavinia Beach,Service quality,11.8,59,500.0,0.8075,positive
Mount Lavinia Beach,Safety,10.4,52,500.0,0.81,positive
Mulgirigala Raja Maha Vihara,Temple,60.47,231,382.0,0.7974,positive
Mulgirigala Raja Maha Vihara,Scenic view,52.09,199,382.0,0.803,positive
Mulgirigala Raja Maha Vihara,Rock formation,43.19,165,382.0,0.7184,positive
Mulgirigala Raja Maha Vihara,Stairs,41.62,159,382.0,0.7821,positive
Mulgirigala Raja Maha Vihara,Cave,29.84,114,382.0,0.7705,positive
Mulgirigala Raja Maha Vihara,Paintings,29.06,111,382.0,0.8002,positive
